3,1,1601903159.0261261,3ffe00bbff660016fafb0f19fcfb00a9fdb20035,16382,187,-154,22,-1285,3865,-773,169,-590,53,1601903159.033806
3,1,1601903159.026203,3ffd00caff4f0018faef0f1ffce100a2fdbb0030,16381,202,-177,24,-1297,3871,-799,162,-581,48,1601903159.0338829
3,1,1601903159.0263374,3ffd00d7ff39001afb1a0f13fccc0095fdc00030,16381,215,-199,26,-1254,3859,-820,149,-576,48,1601903159.0340173
3,1,1601903159.0264246,bye-bye,0,0,0,0,0,0,0,0,0,0,1601903159.0341046
4,1,1601903159.8970542,3fff0060fff00005fb0e0f0dfd1100b8fdc5005f,16383,96,-16,5,-1266,3853,-751,184,-571,95,1601903159.9030604
4,1,1601903159.9022655,3fff0070ffda0008fb0c0f05fd0400b8fdc10058,16383,112,-38,8,-1268,3845,-764,184,-575,88,1601903159.9082718
4,1,1601903159.9024844,3fff007fffc3000cfb070f0dfd0200b6fdbd0053,16383,127,-61,12,-1273,3853,-766,182,-579,83,1601903159.9084907
4,1,1601903159.9025602,3fff008effac000ffb0c0f0cfcf300b6fdbd004d,16383,142,-84,15,-1268,3852,-781,182,-579,77,1601903159.9085665
4,1,1601903159.9026334,3ffe009dff950012faf50f14fd2300b1fdb40046,16382,157,-107,18,-1291,3860,-733,177,-588,70,1601903159.9086397
4,1,1601903159.902727,3ffe00acff7e0014faff0f13fcf400adfdb0003d,16382,172,-130,20,-1281,3859,-780,173,-592,61,1601903159.9087331
4,1,1601903159.9028654,3ffe00bbff660016fafb0f19fcfb00a9fdb20035,16382,187,-154,22,-1285,3865,-773,169,-590,53,1601903159.9088717
4,1,1601903159.9031906,3ffd00caff4f0018faef0f1ffce100a2fdbb0030,16381,202,-177,24,-1297,3871,-799,162,-581,48,1601903159.9091969
4,1,1601903159.9032829,3ffd00d7ff39001afb1a0f13fccc0095fdc00030,16381,215,-199,26,-1254,3859,-820,149,-576,48,1601903159.9092891
4,1,1601903159.9033673,bye-bye,0,0,0,0,0,0,0,0,0,0,1601903159.9093735
5,1,1601903160.593189,3fff0060fff00005fb0e0f0dfd1100b8fdc5005f,16383,96,-16,5,-1266,3853,-751,184,-571,95,1601903160.5979815
5,1,1601903160.598395,3fff0070ffda0008fb0c0f05fd0400b8fdc10058,16383,112,-38,8,-1268,3845,-764,184,-575,88,1601903160.6031876
5,1,1601903160.5987608,3fff007fffc3000cfb070f0dfd0200b6fdbd0053,16383,127,-61,12,-1273,3853,-766,182,-579,83,1601903160.6035533
5,1,1601903160.5988975,3fff008effac000ffb0c0f0cfcf300b6fdbd004d,16383,142,-84,15,-1268,3852,-781,182,-579,77,1601903160.60369
5,1,1601903160.5989711,3ffe009dff950012faf50f14fd2300b1fdb40046,16382,157,-107,18,-1291,3860,-733,177,-588,70,1601903160.6037636
5,1,1601903160.599082,3ffe00acff7e0014faff0f13fcf400adfdb0003d,16382,172,-130,20,-1281,3859,-780,173,-592,61,1601903160.6038744
5,1,1601903160.5991611,3ffe00bbff660016fafb0f19fcfb00a9fdb20035,16382,187,-154,22,-1285,3865,-773,169,-590,53,1601903160.6039536
5,1,1601903160.5992327,3ffd00caff4f0018faef0f1ffce100a2fdbb0030,16381,202,-177,24,-1297,3871,-799,162,-581,48,1601903160.6040251
5,1,1601903160.5993717,3ffd00d7ff39001afb1a0f13fccc0095fdc00030,16381,215,-199,26,-1254,3859,-820,149,-576,48,1601903160.6041641
5,1,1601903160.5995357,bye-bye,0,0,0,0,0,0,0,0,0,0,1601903160.6043282
6,1,1601903160.6091948,3fff0060fff00005fb0e0f0dfd1100b8fdc5005f,16383,96,-16,5,-1266,3853,-751,184,-571,95,1601903160.613196
6,1,1601903160.6095278,3fff0070ffda0008fb0c0f05fd0400b8fdc10058,16383,112,-38,8,-1268,3845,-764,184,-575,88,1601903160.613529
6,1,1601903160.6099231,3fff007fffc3000cfb070f0dfd0200b6fdbd0053,16383,127,-61,12,-1273,3853,-766,182,-579,83,1601903160.6139243
6,1,1601903160.6100166,3fff008effac000ffb0c0f0cfcf300b6fdbd004d,16383,142,-84,15,-1268,3852,-781,182,-579,77,1601903160.6140177
6,1,1601903160.6101527,3ffe009dff950012faf50f14fd2300b1fdb40046,16382,157,-107,18,-1291,3860,-733,177,-588,70,1601903160.6141539
6,1,1601903160.6102328,3ffe00acff7e0014faff0f13fcf400adfdb0003d,16382,172,-130,20,-1281,3859,-780,173,-592,61,1601903160.614234
6,1,1601903160.6103976,3ffe00bbff660016fafb0f19fcfb00a9fdb20035,16382,187,-154,22,-1285,3865,-773,169,-590,53,1601903160.6143987
6,1,1601903160.6105723,3ffd00caff4f0018faef0f1ffce100a2fdbb0030,16381,202,-177,24,-1297,3871,-799,162,-581,48,1601903160.6145735
6,1,1601903160.610823,3ffd00d7ff39001afb1a0f13fccc0095fdc00030,16381,215,-199,26,-1254,3859,-820,149,-576,48,1601903160.614824
6,1,1601903160.6109335,bye-bye,0,0,0,0,0,0,0,0,0,0,1601903160.6149347
7,1,1601903161.272877,3fff0060fff00005fb0e0f0dfd1100b8fdc5005f,16383,96,-16,5,-1266,3853,-751,184,-571,95,1601903161.2783701
7,1,1601903161.273176,3fff0070ffda0008fb0c0f05fd0400b8fdc10058,16383,112,-38,8,-1268,3845,-764,184,-575,88,1601903161.278669
7,1,1601903161.2732613,3fff007fffc3000cfb070f0dfd0200b6fdbd0053,16383,127,-61,12,-1273,3853,-766,182,-579,83,1601903161.2787545
7,1,1601903161.2733216,3fff008effac000ffb0c0f0cfcf300b6fdbd004d,16383,142,-84,15,-1268,3852,-781,182,-579,77,1601903161.2788148
7,1,1601903161.2733805,3ffe009dff950012faf50f14fd2300b1fdb40046,16382,157,-107,18,-1291,3860,-733,177,-588,70,1601903161.2788737
7,1,1601903161.2734454,3ffe00acff7e0014faff0f13fcf400adfdb0003d,16382,172,-130,20,-1281,3859,-780,173,-592,61,1601903161.2789385
7,1,1601903161.2735252,3ffe00bbff660016fafb0f19fcfb00a9fdb20035,16382,187,-154,22,-1285,3865,-773,169,-590,53,1601903161.2790184
